"id","repetition","beta8","n","p"
2180,73,0.5,150,1.15468762444256e-14
2181,73,0,500,0.311864336074635
2182,73,0.05,500,0.111356721749449
2183,73,0.15,500,1.9322316301909e-07
2184,73,0.25,500,1.67202093463528e-12
2185,73,0.5,500,2.13631237635024e-18
2186,73,0,5000,0.311812626093218
2187,73,0.05,5000,0.111356721749449
2188,73,0.15,5000,1.9322316301909e-07
2189,73,0.25,5000,1.67202093463528e-12
2190,73,0.5,5000,2.13631237635024e-18
2191,74,0,5,1
2192,74,0.05,5,0.0146680869421449
2193,74,0.15,5,2.36787336301985e-05
2194,74,0.25,5,0.00125131006878136
2195,74,0.5,5,0.0178487140711618
2196,74,0,25,0.329876800921172
2197,74,0.05,25,0.749039102823084
2198,74,0.15,25,1.77489297617449e-08
2199,74,0.25,25,0.000209212931140104
2200,74,0.5,25,1.92577277580297e-09
2201,74,0,50,0.325052732723546
2202,74,0.05,50,1.03970871409065e-16
2203,74,0.15,50,9.01063716755997e-05
2204,74,0.25,50,3.82503633129731e-07
2205,74,0.5,50,5.9808830793935e-08
2206,74,0,150,0.312087527192742
2207,74,0.05,150,0.0119861094022528
2208,74,0.15,150,1.25738316185395e-05
2209,74,0.25,150,1.15078079101122e-10
2210,74,0.5,150,1.36968307765929e-15
2211,74,0,500,0.311812626093218
2212,74,0.05,500,0.111356721749449
2213,74,0.15,500,1.9322316301909e-07
2214,74,0.25,500,1.67202093463528e-12
2215,74,0.5,500,2.13631237635024e-18
2216,74,0,5000,0.311812626093218
2217,74,0.05,5000,0.111356721749449
2218,74,0.15,5000,1.9322316301909e-07
2219,74,0.25,5000,1.67202093463528e-12
2220,74,0.5,5000,2.13631237635024e-18
2221,75,0,5,0.99999994273371
2222,75,0.05,5,0.00081578632281788
2223,75,0.15,5,0.834867159722758
2224,75,0.25,5,0.0161838509690091
2225,75,0.5,5,0.554357276196579
2226,75,0,25,0.328183261880691
2227,75,0.05,25,2.52585490615758e-09
2228,75,0.15,25,0.144208596820321
2229,75,0.25,25,1.51814776861753e-09
2230,75,0.5,25,0.000191780654379142
2231,75,0,50,0.66019663454949
2232,75,0.05,50,2.26919531604566e-16
2233,75,0.15,50,4.51661883941439e-13
2234,75,0.25,50,4.34170624886693e-07
2235,75,0.5,50,2.06170776436278e-17
2236,75,0,150,0.312210054674044
2237,75,0.05,150,0.168865986039573
2238,75,0.15,150,4.63341535248543e-07
2239,75,0.25,150,4.96184097591028e-12
2240,75,0.5,150,6.07896553138465e-17
2241,75,0,500,0.311812626093218
2242,75,0.05,500,0.111356721749449
2243,75,0.15,500,1.9322316301909e-07
2244,75,0.25,500,1.67202093463528e-12
2245,75,0.5,500,2.13631237635024e-18
2246,75,0,5000,0.311812626093218
2247,75,0.05,5000,0.111356721749449
2248,75,0.15,5000,1.9322316301909e-07
2249,75,0.25,5000,1.67202093463528e-12
2250,75,0.5,5000,2.13631237635024e-18
2251,76,0,5,0.999999773311964
2252,76,0.05,5,0.0179327236889227
2253,76,0.15,5,0.00407622166120696
2254,76,0.25,5,0.0478972900908715
2255,76,0.5,5,0.585872260996852
2256,76,0,25,0.665215086937646
2257,76,0.05,25,0.964267042755843
2258,76,0.15,25,3.53679701174901e-08
2259,76,0.25,25,2.43856919502002e-08
2260,76,0.5,25,1.67214565924784e-06
2261,76,0,50,0.324174342386012
2262,76,0.05,50,0.895464085386606
2263,76,0.15,50,9.9417184229518e-05
2264,76,0.25,50,5.99643283279892e-09
2265,76,0.5,50,6.35642478840816e-14
2266,76,0,150,0.321394279769527
2267,76,0.05,150,0.0245391817900229
2268,76,0.15,150,9.26226506562216e-06
2269,76,0.25,150,5.53462805684781e-11
2270,76,0.5,150,9.20118371086701e-17
2271,76,0,500,0.311812626093218
2272,76,0.05,500,0.111356721749449
2273,76,0.15,500,1.9322316301909e-07
2274,76,0.25,500,1.67202093463528e-12
2275,76,0.5,500,2.13631237635024e-18
2276,76,0,5000,0.311812626093218
2277,76,0.05,5000,0.111356721749449
2278,76,0.15,5000,1.9322316301909e-07
2279,76,0.25,5000,1.67202093463528e-12
2280,76,0.5,5000,2.13631237635024e-18
2281,77,0,5,0.373900966300065
2282,77,0.05,5,0.0034199383723805
2283,77,0.15,5,0.000587295367040499
2284,77,0.25,5,0.00919004860623696
2285,77,0.5,5,0.00073492116177493
2286,77,0,25,0.162442684936433
2287,77,0.05,25,0.00063548583027675
2288,77,0.15,25,0.283641938612246
2289,77,0.25,25,5.98232039441206e-10
2290,77,0.5,25,4.2168219613464e-05
2291,77,0,50,0.325052732723517
2292,77,0.05,50,0.284242049442805
2293,77,0.15,50,3.02625782617966e-05
2294,77,0.25,50,6.65534468097229e-07
2295,77,0.5,50,8.3236815110888e-14
2296,77,0,150,0.312340854109724
2297,77,0.05,150,0.177703993919653
2298,77,0.15,150,1.08169421379988e-05
2299,77,0.25,150,2.32263856449694e-10
2300,77,0.5,150,2.16418711876251e-15
2301,77,0,500,0.311812626093218
2302,77,0.05,500,0.111356721749449
2303,77,0.15,500,1.9322316301909e-07
2304,77,0.25,500,1.67202093463528e-12
2305,77,0.5,500,2.13631237635024e-18
2306,77,0,5000,0.311812626093218
2307,77,0.05,5000,0.111356721749449
2308,77,0.15,5000,1.9322316301909e-07
2309,77,0.25,5000,1.67202093463528e-12
2310,77,0.5,5000,2.13631237635024e-18
2311,78,0,5,1
2312,78,0.05,5,0.0180615392523747
2313,78,0.15,5,0.0159659250318649
2314,78,0.25,5,0.00295560575823667
2315,78,0.5,5,0.0503219115442112
2316,78,0,25,0.328694683236446
2317,78,0.05,25,0.000287890479055193
2318,78,0.15,25,0.0345698047217124
2319,78,0.25,25,3.0261446776949e-12
2320,78,0.5,25,6.44591128339136e-10
2321,78,0,50,0.324374710526189
2322,78,0.05,50,0.246534726190219
2323,78,0.15,50,0.000917576489711346
2324,78,0.25,50,8.68213464072642e-06
2325,78,0.5,50,7.80909344529911e-09
2326,78,0,150,0.312340854109629
2327,78,0.05,150,0.209164386750841
2328,78,0.15,150,3.12764454734137e-05
2329,78,0.25,150,4.46168603370311e-14
2330,78,0.5,150,4.12865155113644e-16
2331,78,0,500,0.311812626093218
2332,78,0.05,500,0.111356721749449
2333,78,0.15,500,1.9322316301909e-07
2334,78,0.25,500,1.67202093463528e-12
2335,78,0.5,500,2.13631237635024e-18
2336,78,0,5000,0.311812626093218
2337,78,0.05,5000,0.111356721749449
2338,78,0.15,5000,1.9322316301909e-07
2339,78,0.25,5000,1.67202093463528e-12
2340,78,0.5,5000,2.13631237635024e-18
2341,79,0,5,1
2342,79,0.05,5,0.00523937367954368
2343,79,0.15,5,0.00190643626636966
2344,79,0.25,5,0.0135829097013725
2345,79,0.5,5,0.0361937497491117
2346,79,0,25,1
2347,79,0.05,25,0.824872058828053
2348,79,0.15,25,1.31613462862651e-08
2349,79,0.25,25,0.00183020140766384
2350,79,0.5,25,0.000696912798417547
2351,79,0,50,0.160568265973174
2352,79,0.05,50,0.221711587362081
2353,79,0.15,50,2.50861042047195e-14
2354,79,0.25,50,9.0588255052036e-17
2355,79,0.5,50,2.86128436240197e-09
2356,79,0,150,0.312274368913589
2357,79,0.05,150,0.163417351089676
2358,79,0.15,150,7.18279586113097e-06
2359,79,0.25,150,5.08477865873198e-11
2360,79,0.5,150,5.08632456719146e-17
2361,79,0,500,0.311812626093218
2362,79,0.05,500,0.111356721749449
2363,79,0.15,500,1.9322316301909e-07
2364,79,0.25,500,1.67202093463528e-12
2365,79,0.5,500,2.13631237635024e-18
2366,79,0,5000,0.311812626093218
2367,79,0.05,5000,0.111356721749449
2368,79,0.15,5000,1.9322316301909e-07
2369,79,0.25,5000,1.67202093463528e-12
2370,79,0.5,5000,2.13631237635024e-18
2371,80,0,5,1
2372,80,0.05,5,0.000544886314657139
2373,80,0.15,5,0.120578255820314
2374,80,0.25,5,0.012097633441033
2375,80,0.5,5,0.66159455236186
2376,80,0,25,0.330564931278167
2377,80,0.05,25,4.66917097611667e-11
2378,80,0.15,25,4.09942600192130e-11
2379,80,0.25,25,9.408586655798e-07
2380,80,0.5,25,0.000396942696760064
2381,80,0,50,0.324374710526234
2382,80,0.05,50,0.450304350183118
2383,80,0.15,50,8.95719039137298e-05
2384,80,0.25,50,1.14849968464002e-06
2385,80,0.5,50,1.56214591039666e-17
2386,80,0,150,0.321464383120813
2387,80,0.05,150,0.339953322811186
2388,80,0.15,150,7.07372452231005e-10
2389,80,0.25,150,1.56270633772479e-09
2390,80,0.5,150,2.18552448900618e-15
2391,80,0,500,0.311812626093218
2392,80,0.05,500,0.111356721749449
2393,80,0.15,500,1.9322316301909e-07
2394,80,0.25,500,1.67202093463528e-12
2395,80,0.5,500,2.13631237635024e-18
2396,80,0,5000,0.311812626093218
2397,80,0.05,5000,0.111356721749449
2398,80,0.15,5000,1.9322316301909e-07
2399,80,0.25,5000,1.67202093463528e-12
2400,80,0.5,5000,2.13631237635024e-18
2401,81,0,5,0.373900966300058
2402,81,0.05,5,0.00889478791969181
2403,81,0.15,5,0.00753792925771033
2404,81,0.25,5,0.00353205093361443
2405,81,0.5,5,0.000714419298704893
2406,81,0,25,0.330564931278182
2407,81,0.05,25,2.18402196545716e-08
2408,81,0.15,25,0.0888292349642315
2409,81,0.25,25,0.000943450753929813
2410,81,0.5,25,8.01195259959061e-08
2411,81,0,50,0.325052732723544
2412,81,0.05,50,1.66798165850686e-18
2413,81,0.15,50,5.92751246741824e-05
2414,81,0.25,50,5.87558522910644e-08
2415,81,0.5,50,1.2313023050414e-10
2416,81,0,150,0.312147806768989
2417,81,0.05,150,0.189713889158911
2418,81,0.15,150,3.24255038338426e-05
2419,81,0.25,150,3.82356510693651e-11
2420,81,0.5,150,7.60532110771016e-15
2421,81,0,500,0.311812626093218
2422,81,0.05,500,0.111356721749449
2423,81,0.15,500,1.9322316301909e-07
2424,81,0.25,500,1.67202093463528e-12
2425,81,0.5,500,2.13631237635024e-18
2426,81,0,5000,0.311812626093218
2427,81,0.05,5000,0.111356721749449
2428,81,0.15,5000,1.9322316301909e-07
2429,81,0.25,5000,1.67202093463528e-12
2430,81,0.5,5000,2.13631237635024e-18
2431,82,0,5,0.999999076608814
2432,82,0.05,5,0.000725676245128399
2433,82,0.15,5,0.0132652047980985
2434,82,0.25,5,0.01386247589705
2435,82,0.5,5,0.010960914693884
2436,82,0,25,0.328694683236461
2437,82,0.05,25,0.762524282974816
2438,82,0.15,25,1.02903853880955e-06
2439,82,0.25,25,1.5266775517226e-10
2440,82,0.5,25,7.08809273749353e-06
2441,82,0,50,0.99999967107822
2442,82,0.05,50,0.667764782923312
2443,82,0.15,50,0.000202547573647489
2444,82,0.25,50,2.22115608912226e-05
2445,82,0.5,50,1.04043738943328e-09
2446,82,0,150,0.312274368913507
2447,82,0.05,150,0.245399222362538
2448,82,0.15,150,3.09963583080471e-10
2449,82,0.25,150,3.43340227523283e-10
2450,82,0.5,150,1.18887359020877e-19
2451,82,0,500,0.311812626093218
2452,82,0.05,500,0.111356721749449
2453,82,0.15,500,1.9322316301909e-07
2454,82,0.25,500,1.67202093463528e-12
2455,82,0.5,500,2.13631237635024e-18
2456,82,0,5000,0.311812626093218
2457,82,0.05,5000,0.111356721749449
2458,82,0.15,5000,1.9322316301909e-07
2459,82,0.25,5000,1.67202093463528e-12
2460,82,0.5,5000,2.13631237635024e-18
2461,83,0,5,0.999999697749285
2462,83,0.05,5,0.00805947790184999
2463,83,0.15,5,0.00666138111118553
2464,83,0.25,5,0.0205485588961942
2465,83,0.5,5,0.00622216585903831
2466,83,0,25,0.328694683236468
2467,83,0.05,25,0.845154654681603
2468,83,0.15,25,6.02989922837063e-09
2469,83,0.25,25,8.75200898014193e-11
2470,83,0.5,25,0.000252778867101891
2471,83,0,50,1
2472,83,0.05,50,0.0876176870963676
2473,83,0.15,50,4.07216422152421e-13
2474,83,0.25,50,2.52599780601614e-14
2475,83,0.5,50,4.23887896111806e-11
2476,83,0,150,0.31214780676898
2477,83,0.05,150,0.0044221563889889
2478,83,0.15,150,2.29175231872812e-06
2479,83,0.25,150,1.1481597620287e-10
2480,83,0.5,150,6.81220466762184e-21
2481,83,0,500,0.311812626093218
2482,83,0.05,500,0.111356721749449
2483,83,0.15,500,1.9322316301909e-07
2484,83,0.25,500,2.36191700980266e-12
2485,83,0.5,500,2.13631237635024e-18
2486,83,0,5000,0.311812626093218
2487,83,0.05,5000,0.111356721749449
2488,83,0.15,5000,1.9322316301909e-07
2489,83,0.25,5000,1.67202093463528e-12
2490,83,0.5,5000,2.13631237635024e-18
2491,84,0,5,1
2492,84,0.05,5,0.0153687774059005
2493,84,0.15,5,0.0014635114288048
2494,84,0.25,5,0.00115140711802363
2495,84,0.5,5,0.0165313834324045
2496,84,0,25,0.999999931747561
2497,84,0.05,25,0.000789240474280598
2498,84,0.15,25,0.0159529195400607
2499,84,0.25,25,2.81088931938555e-09
2500,84,0.5,25,4.54923201161588e-05
2501,84,0,50,0.629989652518071
2502,84,0.05,50,0.86903012703221
2503,84,0.15,50,5.28183202989861e-05
2504,84,0.25,50,6.68873910335104e-07
2505,84,0.5,50,7.24345330619697e-09
2506,84,0,150,0.627446740150625
2507,84,0.05,150,0.267460747396552
2508,84,0.15,150,9.47126781566304e-06
2509,84,0.25,150,9.10489179593796e-11
2510,84,0.5,150,8.52083185093858e-15
2511,84,0,500,0.311812626093218
2512,84,0.05,500,0.111356721749449
2513,84,0.15,500,1.9322316301909e-07
2514,84,0.25,500,1.67202093463528e-12
2515,84,0.5,500,2.13631237635024e-18
2516,84,0,5000,0.311812626093218
2517,84,0.05,5000,0.111356721749449
2518,84,0.15,5000,1.9322316301909e-07
2519,84,0.25,5000,1.67202093463528e-12
2520,84,0.5,5000,2.13631237635024e-18
2521,85,0,5,0.373900966300057
2522,85,0.05,5,0.213934503331207
2523,85,0.15,5,0.95684634962311
2524,85,0.25,5,0.0018000801189716
2525,85,0.5,5,0.00117143963170933
2526,85,0,25,0.329256577171762
2527,85,0.05,25,3.58798511242546e-10
2528,85,0.15,25,0.0252166693244698
2529,85,0.25,25,4.73325635455914e-11
2530,85,0.5,25,0.00287533303088474
2531,85,0,50,0.629794562967073
2532,85,0.05,50,0.2688420867309
2533,85,0.15,50,1.37448192676437e-16
2534,85,0.25,50,2.26662155334716e-06
2535,85,0.5,50,5.25924340040287e-17
2536,85,0,150,0.312210054674062
2537,85,0.05,150,0.196989970961505
2538,85,0.15,150,1.78991190321486e-10
2539,85,0.25,150,1.10469026631401e-10
2540,85,0.5,150,2.20993534081497e-17
2541,85,0,500,0.311812626093218
2542,85,0.05,500,0.111356721749449
2543,85,0.15,500,1.9322316301909e-07
2544,85,0.25,500,1.67202093463528e-12
2545,85,0.5,500,2.13631237635024e-18
2546,85,0,5000,0.311812626093218
2547,85,0.05,5000,0.111356721749449
2548,85,0.15,5000,1.9322316301909e-07
2549,85,0.25,5000,1.67202093463528e-12
2550,85,0.5,5000,2.13631237635024e-18
2551,86,0,5,0.373900966300064
2552,86,0.05,5,0.00997337795748329
2553,86,0.15,5,0.0444295412162067
2554,86,0.25,5,0.00928168291929579
2555,86,0.5,5,0.00746840224589825
2556,86,0,25,0.329876800921125
2557,86,0.05,25,1.1758695886338e-10
2558,86,0.15,25,0.0450807600174808
2559,86,0.25,25,0.00477386635913601
2560,86,0.5,25,0.00304864682411393
2561,86,0,50,0.325052732723482
2562,86,0.05,50,2.81556100778152e-06
2563,86,0.15,50,0.013977790546174
2564,86,0.25,50,6.96171582665391e-14
2565,86,0.5,50,6.00936790328846e-18
2566,86,0,150,0.312274368913556
2567,86,0.05,150,0.13723718262135
2568,86,0.15,150,6.01327904647456e-06
2569,86,0.25,150,1.15892903065093e-13
2570,86,0.5,150,6.03017232240225e-15
2571,86,0,500,0.311812626093218
2572,86,0.05,500,0.111356721749449
2573,86,0.15,500,1.9322316301909e-07
2574,86,0.25,500,1.67202093463528e-12
2575,86,0.5,500,2.13631237635024e-18
2576,86,0,5000,0.311812626093218
2577,86,0.05,5000,0.111356721749449
2578,86,0.15,5000,1.9322316301909e-07
2579,86,0.25,5000,1.67202093463528e-12
2580,86,0.5,5000,2.13631237635024e-18
2581,87,0,5,0.999999902781726
2582,87,0.05,5,0.0403757120373778
2583,87,0.15,5,0.00226417397140041
2584,87,0.25,5,0.00250141916679992
2585,87,0.5,5,0.00498533432875888
2586,87,0,25,0.329256577171727
2587,87,0.05,25,0.503769862073241
2588,87,0.15,25,0.016648112617826
2589,87,0.25,25,0.00505171802440705
2590,87,0.5,25,2.57525963746127e-08
2591,87,0,50,0.324174342386017
2592,87,0.05,50,0.331787323438457
2593,87,0.15,50,0.00784420216692933
2594,87,0.25,50,0.000132075643416386
2595,87,0.5,50,2.30143543186144e-09
2596,87,0,150,0.312147806769002
2597,87,0.05,150,0.1519616755673
2598,87,0.15,150,6.62849163061147e-07
2599,87,0.25,150,1.03588886143876e-10
2600,87,0.5,150,3.64613375523526e-16
2601,87,0,500,0.311864336074609
2602,87,0.05,500,0.111356721749449
2603,87,0.15,500,1.9322316301909e-07
2604,87,0.25,500,1.67202093463528e-12
2605,87,0.5,500,2.13631237635024e-18
2606,87,0,5000,0.311812626093218
2607,87,0.05,5000,0.111356721749449
2608,87,0.15,5000,1.9322316301909e-07
2609,87,0.25,5000,1.67202093463528e-12
2610,87,0.5,5000,2.13631237635024e-18
2611,88,0,5,0.373900966300055
2612,88,0.05,5,0.00274694876119705
2613,88,0.15,5,0.00442598578551887
2614,88,0.25,5,0.00442559785095733
2615,88,0.5,5,0.00191446982399881
2616,88,0,25,0.330564931278172
2617,88,0.05,25,0.962362235519849
2618,88,0.15,25,0.0576691742258201
2619,88,0.25,25,0.00732906634393147
2620,88,0.5,25,8.17210637684997e-08
2621,88,0,50,0.6297945629671
2622,88,0.05,50,0.135101617114201
2623,88,0.15,50,1.12982133126983e-05
2624,88,0.25,50,2.18040570149801e-06
2625,88,0.5,50,2.02024707422606e-17
2626,88,0,150,0.312210054674003
2627,88,0.05,150,0.00631277657218099
2628,88,0.15,150,4.76916875909464e-06
2629,88,0.25,150,1.30367934712926e-09
2630,88,0.5,150,5.8010989553354e-19
2631,88,0,500,0.311812626093218
2632,88,0.05,500,0.111356721749449
2633,88,0.15,500,1.9322316301909e-07
2634,88,0.25,500,1.67202093463528e-12
2635,88,0.5,500,2.13631237635024e-18
2636,88,0,5000,0.311812626093218
2637,88,0.05,5000,0.111356721749449
2638,88,0.15,5000,1.9322316301909e-07
2639,88,0.25,5000,1.67202093463528e-12
2640,88,0.5,5000,2.13631237635024e-18
2641,89,0,5,0.373900966300075
2642,89,0.05,5,0.0388366866429426
2643,89,0.15,5,0.00494759665233496
2644,89,0.25,5,0.897099992206486
2645,89,0.5,5,0.015646394979845
2646,89,0,25,0.999999887065161
2647,89,0.05,25,0.000635574239627107
2648,89,0.15,25,0.030225559482441
2649,89,0.25,25,0.000800374411626116
2650,89,0.5,25,1.10809128969125e-10
2651,89,0,50,0.323985026265093
2652,89,0.05,50,7.19156163481986e-07
2653,89,0.15,50,0.030717224961059
2654,89,0.25,50,2.61352001124901e-07
2655,89,0.5,50,2.36401725165752e-07
2656,89,0,150,0.62701141606605
2657,89,0.05,150,0.203444387298928
2658,89,0.15,150,1.27222331851495e-05
2659,89,0.25,150,4.0538763375522e-15
2660,89,0.5,150,4.63393390861811e-17
2661,89,0,500,0.311812626093218
2662,89,0.05,500,0.111356721749449
2663,89,0.15,500,1.9322316301909e-07
2664,89,0.25,500,1.67202093463528e-12
2665,89,0.5,500,2.13631237635024e-18
2666,89,0,5000,0.311812626093218
2667,89,0.05,5000,0.111356721749449
2668,89,0.15,5000,1.9322316301909e-07
2669,89,0.25,5000,1.67202093463528e-12
2670,89,0.5,5000,2.13631237635024e-18
2671,90,0,5,0.999999800079944
2672,90,0.05,5,0.00323914183932599
2673,90,0.15,5,0.000285260897240824
2674,90,0.25,5,0.00261143944046646
2675,90,0.5,5,7.45259576928254e-05
2676,90,0,25,0.999999460388412
2677,90,0.05,25,0.58715086390089
2678,90,0.15,25,2.16050503713787e-07
2679,90,0.25,25,5.82905500190634e-08
2680,90,0.5,25,2.20414891645941e-05
2681,90,0,50,0.660598770703708
2682,90,0.05,50,0.311060961885505
2683,90,0.15,50,2.58223238360716e-14
2684,90,0.25,50,1.5509095847526e-05
2685,90,0.5,50,1.66321024726934e-10
2686,90,0,150,0.312274368913479
2687,90,0.05,150,0.184923702324333
2688,90,0.15,150,4.19598616483387e-10
2689,90,0.25,150,8.41052875851353e-11
2690,90,0.5,150,6.21503702114074e-19
2691,90,0,500,0.311812626093218
2692,90,0.05,500,0.111356721749449
2693,90,0.15,500,2.67696635689714e-07
2694,90,0.25,500,1.67202093463528e-12
2695,90,0.5,500,2.13631237635024e-18
2696,90,0,5000,0.311812626093218
2697,90,0.05,5000,0.111356721749449
2698,90,0.15,5000,1.9322316301909e-07
2699,90,0.25,5000,1.67202093463528e-12
2700,90,0.5,5000,2.13631237635024e-18
2701,91,0,5,0.999999787952759
2702,91,0.05,5,0.19221712251943
2703,91,0.15,5,0.000683302180570676
2704,91,0.25,5,0.765899951941599
2705,91,0.5,5,0.0524819165402868
2706,91,0,25,1
2707,91,0.05,25,4.09199569765852e-12
2708,91,0.15,25,1.90137320602737e-09
2709,91,0.25,25,5.03166785442855e-08
2710,91,0.5,25,4.4580244879167e-06
2711,91,0,50,0.999998337869389
2712,91,0.05,50,0.137299705424673
2713,91,0.15,50,1.38576524466391e-14
2714,91,0.25,50,5.56092708387678e-16
2715,91,0.5,50,5.69122360297609e-10
2716,91,0,150,0.31202912404044
2717,91,0.05,150,0.187939497834495
2718,91,0.15,150,4.82102074327317e-06
2719,91,0.25,150,1.36307514467004e-10
2720,91,0.5,150,7.27146662130115e-16
2721,91,0,500,0.311812626093218
2722,91,0.05,500,0.111356721749449
2723,91,0.15,500,1.9322316301909e-07
2724,91,0.25,500,1.67202093463528e-12
2725,91,0.5,500,2.13631237635024e-18
2726,91,0,5000,0.311812626093218
2727,91,0.05,5000,0.111356721749449
2728,91,0.15,5000,1.9322316301909e-07
2729,91,0.25,5000,1.67202093463528e-12
2730,91,0.5,5000,2.13631237635024e-18
2731,92,0,5,0.99999998110933
2732,92,0.05,5,0.00314257621726569
2733,92,0.15,5,0.0138520988821171
2734,92,0.25,5,0.753691456305742
2735,92,0.5,5,0.0430881233532572
2736,92,0,25,0.327715806142881
2737,92,0.05,25,3.11321078449936e-10
2738,92,0.15,25,2.56325608911398e-09
2739,92,0.25,25,1.3034011673061e-08
2740,92,0.5,25,1.15796684437943e-10
2741,92,0,50,0.324812713651143
2742,92,0.05,50,9.79412266598668e-07
2743,92,0.15,50,0.0128871553814411
2744,92,0.25,50,6.8881392144366e-08
2745,92,0.5,50,1.13541613493295e-07
2746,92,0,150,0.657447927731051
2747,92,0.05,150,0.22914924947387
2748,92,0.15,150,2.05725714443438e-06
2749,92,0.25,150,5.37908287003842e-11
2750,92,0.5,150,1.67974853250905e-13
2751,92,0,500,0.311812626093218
2752,92,0.05,500,0.111356721749449
2753,92,0.15,500,1.9322316301909e-07
2754,92,0.25,500,3.31208505011926e-12
2755,92,0.5,500,2.13631237635024e-18
2756,92,0,5000,0.311812626093218
2757,92,0.05,5000,0.111356721749449
2758,92,0.15,5000,1.9322316301909e-07
2759,92,0.25,5000,1.67202093463528e-12
2760,92,0.5,5000,2.13631237635024e-18
2761,93,0,5,1
2762,93,0.05,5,0.518103518405489
2763,93,0.15,5,0.0194525946554999
2764,93,0.25,5,0.000292225490814912
2765,93,0.5,5,0.0149101388993943
2766,93,0,25,0.999999768805584
2767,93,0.05,25,5.7974347799271e-09
2768,93,0.15,25,0.425179230935402
2769,93,0.25,25,0.00129206969755023
2770,93,0.5,25,5.87318474850393e-05
2771,93,0,50,0.324374710526263
2772,93,0.05,50,0.43176724765581
2773,93,0.15,50,0.0160055546805566
2774,93,0.25,50,0.000481638987931563
2775,93,0.5,50,3.57827609386697e-07
2776,93,0,150,0.657385168606835
2777,93,0.05,150,0.0110707692470328
2778,93,0.15,150,4.77448871836293e-06
2779,93,0.25,150,2.07406583255362e-10
2780,93,0.5,150,3.08732458407095e-16
2781,93,0,500,0.311812626093218
2782,93,0.05,500,0.111356721749449
2783,93,0.15,500,1.9322316301909e-07
2784,93,0.25,500,1.67202093463528e-12
2785,93,0.5,500,2.13631237635024e-18
2786,93,0,5000,0.311812626093218
2787,93,0.05,5000,0.111356721749449
2788,93,0.15,5000,1.9322316301909e-07
2789,93,0.25,5000,1.67202093463528e-12
2790,93,0.5,5000,2.13631237635024e-18
2791,94,0,5,0.999999773311964
2792,94,0.05,5,0.00401591280864252
2793,94,0.15,5,0.0566082138847788
2794,94,0.25,5,0.0077538428688575
2795,94,0.5,5,0.00349046922702739
2796,94,0,25,0.66465294033257
2797,94,0.05,25,0.00230590016008225
2798,94,0.15,25,0.037133634396936
2799,94,0.25,25,2.6695935546287e-06
2800,94,0.5,25,2.28644769194495e-05
2801,94,0,50,0.324587127488794
2802,94,0.05,50,8.45064357060828e-13
2803,94,0.15,50,0.0129199104642668
2804,94,0.25,50,1.16123380450676e-06
2805,94,0.5,50,7.63860380695449e-11
2806,94,0,150,0.32139427976947
2807,94,0.05,150,0.288137285801848
2808,94,0.15,150,7.1448143605012e-07
2809,94,0.25,150,1.37350917466396e-10
2810,94,0.5,150,2.98484230113273e-15
2811,94,0,500,0.311812626093218
2812,94,0.05,500,0.111356721749449
2813,94,0.15,500,1.9322316301909e-07
2814,94,0.25,500,1.67202093463528e-12
2815,94,0.5,500,2.13631237635024e-18
2816,94,0,5000,0.311812626093218
2817,94,0.05,5000,0.111356721749449
2818,94,0.15,5000,1.9322316301909e-07
2819,94,0.25,5000,1.67202093463528e-12
2820,94,0.5,5000,2.13631237635024e-18
2821,95,0,5,1
2822,95,0.05,5,0.0122430380701955
2823,95,0.15,5,0.0724643870769752
2824,95,0.25,5,0.0142928489176718
2825,95,0.5,5,0.549879046215816
2826,95,0,25,0.328694683236479
2827,95,0.05,25,0.447477709758529
2828,95,0.15,25,7.46897790394146e-08
2829,95,0.25,25,6.92859241225825e-10
2830,95,0.5,25,1.72718360233735e-09
2831,95,0,50,0.324587127488857
2832,95,0.05,50,3.06417813773464e-07
2833,95,0.15,50,0.00116537951288695
2834,95,0.25,50,2.90491238097967e-07
2835,95,0.5,50,1.25350118598216e-11
2836,95,0,150,0.627077878671157
2837,95,0.05,150,0.0145452580916595
2838,95,0.15,150,2.02550045964808e-06
2839,95,0.25,150,3.52151206985405e-15
2840,95,0.5,150,1.64832633536661e-16
2841,95,0,500,0.311812626093218
2842,95,0.05,500,0.111356721749449
2843,95,0.15,500,1.9322316301909e-07
2844,95,0.25,500,1.67202093463528e-12
2845,95,0.5,500,2.13631237635024e-18
2846,95,0,5000,0.311812626093218
2847,95,0.05,5000,0.111356721749449
2848,95,0.15,5000,1.9322316301909e-07
2849,95,0.25,5000,1.67202093463528e-12
2850,95,0.5,5000,2.13631237635024e-18
2851,96,0,5,1
2852,96,0.05,5,0.0403147405706689
2853,96,0.15,5,0.001699177293515
2854,96,0.25,5,0.00325961977789502
2855,96,0.5,5,0.00447962676892277
2856,96,0,25,0.634713887458441
2857,96,0.05,25,0.623111023708317
2858,96,0.15,25,0.0127800171025622
2859,96,0.25,25,1.40649741232351e-12
2860,96,0.5,25,1.06305085360828e-07
2861,96,0,50,0.659228062786284
2862,96,0.05,50,5.18874018347704e-06
2863,96,0.15,50,0.00309160218560066
2864,96,0.25,50,1.6037574400947e-06
2865,96,0.5,50,5.29019766321893e-10
2866,96,0,150,0.312274368913578
2867,96,0.05,150,0.290979008419354
2868,96,0.15,150,1.04864603066816e-06
2869,96,0.25,150,1.94473684700737e-10
